,Hotel,Review,Score
4161,Gainsborough Hotel, The room was damp with peeling wallpaper The net curtains were dirty and the shower room was poor loose wires and a giant step into and out of the shower and ordinary light switch in the bathroom to operate the extractor fan and sink lights The kettle had to be on the floor plugged into an extension lead The bedside lamps didn t work The double bed was two singles made up as two singles and pushed together ,-0.7184
4163,Gainsborough Hotel, The bathroom was very poor I was trapped in the shower when I closed the shower door as it had no release handle on the inside If my friend had not been in the bedroom I would have been there until the cleaners arrived Very scary the door could not have been checked properly when the room was prepared prior to occupation The matter was dealt with ,-0.8067
4164,Gainsborough Hotel, The room was in a terrible condition Dirty carpets and shabby walls The room was around 5 feet wide so completely unsuitable for a small family and not fit for purpose More importantly there was an electric socket in the bathroom which not permitted for health and safety reasons,-0.4053
4166,Gainsborough Hotel, The room resembled a cell Tea Coffee provision were really limited Lighting was poor Bed and pillows had seeno better days ,-0.3384
4167,Gainsborough Hotel, The hotel was located well hotel entrance really nice but room was very shabby and dated Marks on carpet bathroom tiles cracked and shower cubicle was just awful Would not stay again ,-0.3407
4168,Gainsborough Hotel, Nothing,0
4169,Gainsborough Hotel, The room we were put in was off to the side and as it was looked as if it was a broom cupboard turned into a room it was over looking good the air conditioning unit and the bathroom was in a poor state We also booked a room with a double bed and we had 2 singles put together The wallpaper was coming off the walls and the headboard looked dirty The room was totally dated and just was very dim Wooden toilet seat which I find to be totally unhygienic They asked us upon check in for a 20 deposit on top of our tarriff on the room Just in case we had a drink at the bar or ordered food We explained that we wouldn t as we were there for one night and would be out We were told that there is a block on the money and of we don t use it the money would then be returned to our card in 3 to 5 business days Not acceptable one bit If I didn t use the money then I should be reimbursed immediately I was not happy about this Why should they keep my unspent money at all We went and got the cash ,-0.8466
4173,Gainsborough Hotel, Limited facilities No catering and bar so when we arrived at lunchtime we had to go out to find a sandwich Breakfast could have been more inspiring even though we were aware it was only going to be a continental breakfast Very little atmosphere in hotel ,-0.0018
4175,Gainsborough Hotel, As above breakfast too expensive this was continental ,0
4177,Gainsborough Hotel, Shower pressure very low The room rate should have included breakfast not charged as an extra No bar or amenities which is disappointing ,-0.8127
4180,Gainsborough Hotel, Could have had a better shower but it is only a minor complaint,-0.2144
4184,Gainsborough Hotel, The room looked nothing like those I saw when I booked on line I thought I had paid for a decent double room not two single beds pushed together and small space to get into hanging space for clothes The room had some kind of matching that was not fixed properly to the window and took up space,-0.2755
4185,Gainsborough Hotel, Very disappointed that we paid for room including breakfast but was only continental It does not say that on booking com You would expect a full English for the price we paid Also the shower was very poor ,-0.7774
4186,Gainsborough Hotel, Room was a little bit small for a couple but was sufficient for purpose ,0
4187,Gainsborough Hotel, Dirty poorly maintained poor standard of workmanship lift rarely working we were on the fourth floor and staff downright rude when I reported the lift not working also made to wait when checking out because the receptionist was trying to overcharge another guest Never again ,-0.8402
4188,Gainsborough Hotel, Room needed paint ,0
4189,Gainsborough Hotel, The room was small with a very large TV which was situated in an awkward position There were electric points but they were difficult to access especially to use the kettle,-0.5499
4195,Gainsborough Hotel, The only thing i would say is that the room could have been a little bigger ,0
4198,Gainsborough Hotel, The hotel is in need of refurbishment we had an awful view out of our window over an area which was dirty and neglected The bathroom was very old and in need of replacing The bedroom smelt of smoke although it did seem clean The receptionist wanted ID from both of us not a legal requirement As well as telling us they had to take an advanced authorisation on my debit card for and extra 50 on top of the room charge We refused hotels haven t tried this for years More of a B B than a hotel and definitely not 4 star ,-0.3757
4199,Gainsborough Hotel, It was difficult to have a shower as the shower would not fit onto the hook however we managed ,-0.5588
4201,Gainsborough Hotel, Room was shabby shower had two options fires of hell or cryogenics I also didn t like the fact that very few of the guests were paying customers most people at the hotel were being provided temporary accommodation by the government paying for their stay This changed the atmosphere of the hotel into a hostel for the displaced and vulnerable ,-0.6124
4205,Gainsborough Hotel, The heating was not on when we arrived so it was cold The bed was small the pillows were hard and the curtains were torn on the outside The room was in the basement ,-0.34
4206,Gainsborough Hotel, Not at all a 4star hotel more like a 2 Terrible Broken hairdryer stained carpets mouldy bathroom cabinet electric wires all over the floor nails screws sticking out from the skirting boards wallpaper coming off the walls Broken shower Cooked Breakfast comes from the hotel across the road So it was cold and disgusting Definitely not worth the money I had booked it as a celebration I was planning on proposing to my boyfriend and it was our friends birthday Totally ruined due to crappy hotel ,-0.9296
4207,Gainsborough Hotel, Sink Water in bathroom you have one cold water tap one hot water tap but no mix So either you wash your teeth with cold water or burning water shower ok though Room not so clean A bit noisy at nights from traffic ,-0.7018
4209,Gainsborough Hotel, The room was in need of some TLC It is due refurbishment but guess this is reflected in the price We couldn t turn off the room radiator but this was dealt with promptly ,0
4210,Gainsborough Hotel, Very small and old poorly working lift small corridor small room very very small bathroom congested shower area even difficult to stand Uncomfortable bed Poorly located LCD TV ,-0.6249
4211,Gainsborough Hotel, We felt the hotel was lovely but it was tired and could do with a paint and redecoration,-0.3506
4214,Gainsborough Hotel, Room was in the basement right underneath the road including all noises that come with such a location with single glazing accommodation The room and interior was in such a bad state esp the bathroom that we cannot understand how this can be seriously offered to any customer ,-0.6369
4218,Gainsborough Hotel, Heating in the rooms very poor random time turned on Hard mattresses on bed Most staff did not speak English and neither spoke German French Bathroom taps of cold and hot water separate so washing hands either too hot or too cold Shower without pressure All carpeted floors with carpets needing some cleaning or replacement Charged breakfast for kids aged 6 ,-0.5726
4220,Gainsborough Hotel, Poor shower and a stale cigarette smell in the bathroom ,-0.4767
4221,Gainsborough Hotel, The room we stay in the bathroom lock isnt working and there was a 80 additional deposit required which was quite redundant when we ddidn t want to pay for additional services,-0.0258
4222,Gainsborough Hotel, The door can t even be fully closed The staff knocked on our door at 8am Saturday to ask if room service is needed Of course not now Then they never came back the room is not cleaned up at all during our stay 2 days ,0
4223,Gainsborough Hotel, view from the room was not very nice junk thrown outside of the window The bathroom was not very clean,-0.6154
4224,Gainsborough Hotel, The toilet seat was broken in the deluxe room and the wall paper was coming off the walls The carpets were stained and the room was very dirty and dusty ,-0.7425
4226,Gainsborough Hotel, Hotel s facilities are very old and need be refurbished For example flush in the toilet was very weak we asked staff to fix it but even after the fix flush did not begin to work properly One of the window sections was not able to be closed completely in January and we also request hotel s staff to fix this issue ,-0.2724
4227,Gainsborough Hotel, The decor in my single room was a tad shabby Not in a Chic way ,-0.2057
4229,Gainsborough Hotel, Dreadful smell in room a cross between paint and something in the air con system it smelt toxic upon entering every time although I did get used to it Renovators directly above my room started each day at approx 8 30 9am Incessant drilling hammering walking about and dropping tools Very small bathroom this was fine but amenities in wrong positions a badly planned bathroom Mould in shower alcove Decor is dark and needs modernising blankets on bed need upgrading to doonas Room very cold although central heating was on very noisy extra blanket provided upon request ,-0.907
4230,Gainsborough Hotel, Bed was a little too firm for me shower floor was a bit slippery hot water from shower rather sparse on 3rd floor probably everyone else using it at the same time ,0
4231,Gainsborough Hotel, The accommodation was let down by the bathroom which was cold and in need of refurbishment Poor shower and both basin and bath plugs had come loose and were on the shelf Not good enough for a 4 hotel ,-0.7786
4232,Gainsborough Hotel, Out of date Hotel Everything is old badly maintained with poor quality They gave us a safety pin to close the broken window curtains during the night ,-0.7579
4234,Gainsborough Hotel, We arrived 10 minutes early for a 2pm check in Our deluxe room was not available so we were given a room for 3 as an apparent upgrade It was awful room was dirty the shower didn t work lighting was terrible and the double bed was two twin beds put together I wanted to complain but the missus said to just leave it The staff were friendly enough but struggled with basic english Whoever gave this 4 stars needs sectioning Do not stay here ,-0.5927
4235,Gainsborough Hotel, See above,0
4236,Gainsborough Hotel, Although we had been upgraded our room was still very basic Our toilet flusher was broken and bathroom was tired looking needed some tlc,-0.7184
4237,Gainsborough Hotel, The bed was hard The bathroom was adequate but tired and needs maintaining or refurb Eg Wobbly loo cracked floor tiles ,-0.5574
4238,Gainsborough Hotel, The lady at reception asked for passport details which were not explained in the booking Bathroom very dated and dirty,-0.4877
4239,Gainsborough Hotel, I did not like the fact that we were asked for ID on arrival then asked again an hour later Why do I need to carry my passport if im a UK citizen in a UK hotel If it was so important why were not given ample notice of this To say it was in thes mall print was a very poor response ,-0.4831
4241,Gainsborough Hotel, Only vice was the room was VERY warm Couldn t turn the heating down and couldn t open the window as it was terribly windy outside ,-0.1714
4243,Gainsborough Hotel, Room was small and decorations and furniture tired Fine if you want a hotel to sleep in and not much more which we did ,-0.2023
4244,Gainsborough Hotel, Shown to a basic twin room first when i had booked a delux double had to complain to get appropriate room English breakfast was cooked across the road as there is no kitchen not good ,-0.7274
4245,Gainsborough Hotel, The bathroom was in desperate need of maintenance upgrading The water pipes were Knocking the room was dark the facilities were poor and the staff were ambivalent to Customers ,-0.5994
4246,Gainsborough Hotel, My room was basically a dorm room absolutely tiny and very old It was so cold I had to sleep in my clothes and coat Also in the folder it states food served until 10 I got back 9pm and kitchen was already closed I hadn t eaten allay and even the sister hotel which I did not know had most of the facilities had also closed Staff pointed out other eateries but I was very pregnant and exhausted from work ,-0.564
4247,Gainsborough Hotel, I had a large crack running up my wall that seemed to be the reason why the Bathroom door wouldn t close properly Also the air conditioning machine was at a very odd angle ,-0.3804
4248,Gainsborough Hotel, Terrible shower loose taps handle missing from hair dryer drawer Generally a bit shabby and in need of improvements ,-0.6486
4249,Gainsborough Hotel, The decor and rooms could do with a little upgrade,0
4250,Gainsborough Hotel, The hotel is very veery tired the rooms are small the shower in our room was a joke with no pressure and going cold then hot then cold again the AC did not work the bed was tiny for a double All in all not very good at all ,-0.4045
4252,Gainsborough Hotel, only complaint would be the small shower and lack of water pressure Bit of a squeeze to get in and shower controls keep moving as one turns in the shower to get wet Very noisy mornings ,-0.7713
4254,Gainsborough Hotel, Booked double room got twin 104 Both bath tap sink tap had very loose parts Bath very slippery when wet but no grab handles ,-0.5569
4255,Gainsborough Hotel, They gave me room 401 it is behind a firedoor and cut off from the rest of the hotel and therefore the hotel heating does not affect this room There is a heater in the room it was not working and the room was freezing cold I complained someone came up to look at it then said that they d have to call maintenance in the morning No offer to exchange the room etc Next morning the shower took 15 20 min to warm up and was a trickle at best This time they offered that I shower in a different room By this time all I wanted to do was to get out of the musty freezing room At the reception there was no apology they charged me 89 gbp for a night in a small cold room even at this bargain price it was not worth it I could have been a frequent traveller with them and could have recommended this hotel to others at work who stay in London 2 3 nights every single week I will never stay there again ,-0.1316
4256,Gainsborough Hotel, Was sligtly put off prior to travelling by some reviews Yes the reception staff was foreign who isn t in London They were very polite and very approachable Ignore bad reviews You will not be disappointed ,-0.3156
4257,Gainsborough Hotel, Not a bad experience but needs updating especially the bathroom bath leaked quite badly Top of wardrobe was very dusty which we only noticed when recovering suitcase Biscuits would have been good along with the tea and coffee ,-0.0379
4259,Gainsborough Hotel, The worst thing is that there was no central heating in late October In addition there was a 12 cm long hole in the window frame The room was cold Heater was provided upon request but nothing about the hole was done The furniture is worn out the bathroom is so tiny you need to squeeze into the shower ,-0.714
4264,Gainsborough Hotel, The bathroom was very small,0
4266,Gainsborough Hotel, Nothing but we should mention that there was a step up from our bedroom to the bathroom if someone has mobility problems ,-0.5499
4267,Gainsborough Hotel, The bed was very hard not comfortable Pillows very lumpy Eiderdown smelt and was full of stains on underside and very grubby on topside Water in shower hard to control temperature and bath all lime scale marked Only 2 sachets of coffee in room ,-0.6198
4268,Gainsborough Hotel, I has single room and was very very tiny too tiny to spend much time in there apart from sleep no room for a chair so had to sit on the bed Very traditional,-0.296
4269,Gainsborough Hotel, Our triple room had no window this had been closed over to create the bathroom There was borrowed light but as soon as the bathroom door was closed it left the room rather dark Also no mirror in the bedroom only in the bathroom Not ideal in a triple room Finally no gin available in the bar ,-0.8524
4270,Gainsborough Hotel, As above,0
4271,Gainsborough Hotel, The room we paid for was not like the one on booking com we were so tired that we slept in the room we were allocated we complained the next morning and changed rooms the bed was so uncomfortable Then in our next room the bed was also so hard the mattress was a lot smaller than the base ,-0.915
4272,Gainsborough Hotel, Booked a double room 4 months in advance Only had twin room next to a noisy elevator when arrived on time At various times the cold water stopped working and the electricity went out Filthy bedcovers Only salvation of this place is the location Conclusion avoid if you can ,-0.5859
4274,Gainsborough Hotel, Hard to communicate with some reception staff English obviously not their 1st language bedroom decor furniture tired dated curtain track damaged window cracked wallpaper old marked furniture old and poorly mended with visible screws bedspread grubby 1 feather 3 foam pillows requested 2nd feather after 1st night but it never arrived bed could feel dents in mattress bizarrely no duvet but old fleece blanket sandwiched between TWO top sheets bathroom ok used bath foam shower gel 1st night requested replacement eventually butler arrived with shampoo around 11 30pm ,-0.34
4275,Gainsborough Hotel, A old tired hotel with old tired funiture much in need of repair with tired staff who are only just courteous cold rooms no central heating working outside temperature 8 c only a small electric fire for heat ,-0.8402
4278,Gainsborough Hotel, Room not as illustrated very misleading Cramped room no space and no assisitance lift to carry luggage up two flights of stairs to tiny room ,-0.7501
4279,Gainsborough Hotel, No tea coffee making facilities in the room big disappointment for price we paid Room was a little shabby furniture broken curtains torn quite badly ,-0.9141
4280,Gainsborough Hotel, Room not cleaned properly no milk provided one day no rubbish bags in bins one day broken toilet seat furniture and furnishings need maintainence ,-0.5286
4281,Gainsborough Hotel, Unstable wifi connection during my stay,-0.3612
4282,Gainsborough Hotel, Cleanliness poor and room decor tired Bathroom sealing around bath black and poorly maintained Fan in bathroom loud and I m sure would have disturbed other guests Poor wifi coverage in basement rooms ,-0.7964
4287,Gainsborough Hotel, I specifically asked for twin beds but they gave a double bed Very awkward as they said the hotel was full and so they could not do anything ,-0.3269
4288,Gainsborough Hotel, After the 3rd room we looked at found a room acceptable though in a poor state of repair Only good thing the window opened Bathroom in bad state repair Hotel tired Staff friendly but ill trained and fed up with complaints Embarassed One room we looked at rejected looked as though it was being de fleaed Shame of it is the hotel could be nice with a refit and is in a good location ,-0.8705
4290,Gainsborough Hotel, It is not a 4 stars hotel it could be considered a 2 stars The rooms are very poor old and messy ,-0.7089
4291,Gainsborough Hotel, For single travellers this is more like a two star definitely not a four and a bad two star at that On checking in I could barely understand the person at the check in desk For some reason she insisted on rubbing it in I was not going to be charged for an early check in which I had not asked for anyway I was expecting to use the luggage storage facility which by the way is just the area in the general vicinity of the check in desk She also assumed I was going to use room service and wanted me to pre pay a 5 charge Had to say no on more than one occasion I was in a single room on 3rd floor this was actually through door listed as stairs to reception no mention of my room number and basically looks like it was just a spare bit of space they had on a landing Had no wardrobe space as filled with large floor fan and a luggage support no room to put these in room anyway shelf was filled with a safe No drawers at all Had to sit on bed to open bathroom door as no space to walk by Window was broken with a temporary repair that had been there for a while Shower was disgusting with a rusting shower head mould round the bottom and the tiles had heavy lime scale water marks all over suggesting not cleaned properly in a long long time shower doors very stiff and did not like to force them closed suggesting that no one else wanted to use it either I counted two light switches in the bathroom one above the door and one for the wall mounted hair dryer are these even legal Dust on bottom edge of wardrobe at the side some one could not be bothered to reach down the side of the wall to remove it Bed cover was actually a double folded in half and valance ripped albeit on the wall side Limited tea coffee and only two milk and cup provided was very small giving you a very strong coffee with not enough milk to make drinkable The television was plugged into a multi socket extension which was hanging in mid air ,-0.5549
4292,Gainsborough Hotel, Poor beds in some rooms air conditioning not working and some of the fixtures a little tired ,-0.6915
4293,Gainsborough Hotel, The room had no window and the only window was in the bathroom and without a view The hairdryer was inside a drawer in the bedroom but there was no mirror in the bedroom There was no toilet brush either There was no minibar in the room which usually there is in a 4 star hotel bedroom Three beds and only one bedside table with a lamp on it ,-0.8402
4294,Gainsborough Hotel, A larger room,0
4295,Gainsborough Hotel, Little choices for breakfast expensive than offered facilities staff not trained properly to handle bookings made via booking com,0
4297,Gainsborough Hotel, How many plugs were plugged in to one adapter in room,0
4299,Gainsborough Hotel, continental only and for 12 hotel needs a refurb,0
4300,Gainsborough Hotel, Rooms need a revamp Drawer handles missing cracked floor tiles and bath Very loud air con which we had to turn off ,-0.296
4301,Gainsborough Hotel, Worst room of the hotel with no air conditioning working only a fan which did not help much ,-0.7398
4303,Gainsborough Hotel, Bed was ancient as was the bedding Stained carpets Mould in the bathroom No air conditioning ,-0.296
4305,Gainsborough Hotel, Very old hotel furniture needs to be changed,0
4306,Gainsborough Hotel, the room was the size of a large cupboard ,0
4307,Gainsborough Hotel, Staff not supportive,-0.2235
4308,Gainsborough Hotel, The noise from the lift,0
4309,Gainsborough Hotel, Very old and no air conditioner so it was a sweat box ,-0.3535
4310,Gainsborough Hotel, Room was on the courtyard of a school No rest possible in the afternoon Size of room is that of a shoe box ,-0.296
4311,Gainsborough Hotel, No AC ,-0.296
4313,Gainsborough Hotel, Tired shabby cramped facilities Fawlty Towers Out of the 70s with decor to match Overpriced and overvalued ,-0.4404
4316,Gainsborough Hotel, Everything is very old and requires the repairs and the renovation ,0
4317,Gainsborough Hotel, Everything else,0
4318,Gainsborough Hotel, Room temperatures too hot,0
4319,Gainsborough Hotel, The rooms are old and need to be refurbished ,0
4320,Gainsborough Hotel, This hotel put me in the basement with a prison cell window Their website photo does not show this ,-0.5106
4321,Gainsborough Hotel, Dreadful staff Double room was actually a twin with two single beds of a different height pushed together Dirty bathroom ,-0.7003
4322,Gainsborough Hotel, Bit tatty in places ceiling stained ,0
4325,Gainsborough Hotel, The Room was TOO SMALL,0
4326,Gainsborough Hotel, Poor maintenance shabby room Not value for money ,-0.6293
4328,Gainsborough Hotel, Hotel needed a face lift balcony outside bedroom disgraceful,0
4329,Gainsborough Hotel, Needs a complete make over,0
4330,Gainsborough Hotel, A bit dated shower had weak pressure I would say it was a 3 star as opposed to 4 ,-0.6249
4331,Gainsborough Hotel, Electrical wiring dangerous,-0.4767
4335,Gainsborough Hotel, Had shuttle but almost the price of taxi,0
4336,Gainsborough Hotel, Our room was inside and was a view of air conditioning unit ,0
4337,Gainsborough Hotel, Unfriendly and careless front desk,-0.6124
4338,Gainsborough Hotel, The shower did not work well Very very old ,-0.2057
4339,Gainsborough Hotel, But expensive for what you got and breakfast was extra,0
4341,Gainsborough Hotel, The beds need new matresses,0
4342,Gainsborough Hotel, Hotel moved rooms 3 times dangerous leaking sinks poor management,-0.7351
4344,Gainsborough Hotel, No extra blankets or pillows in room,-0.296
4345,Gainsborough Hotel, Tea coffee making facilities in room ,0
4347,Gainsborough Hotel, shower terrible leaked bathroom didn t get complementary drink and service slow staff seemed scared ,-0.8074
4349,Gainsborough Hotel, Chsnge room 2 times,0
4350,Gainsborough Hotel, Ants in my room,0
4351,Gainsborough Hotel, heating in room could not be turned off ,0
4352,Gainsborough Hotel, Old d cor and breakfast not inclusive,0
4353,Gainsborough Hotel, Room was not clean,-0.3089
4354,Gainsborough Hotel, RAT IN THE ROOM seriously Rat I didn t like rat eating my belongings and rat poison under my bed,-0.4019
4355,Gainsborough Hotel, Electric lighting in bedroom and especially bathroom were poor,-0.5209
4356,Gainsborough Hotel, Scruffy looking room and bathroom Expensive breakfast ,0
4357,Gainsborough Hotel, The price the cleanliness the shabby state of electrics no heating in room or bathroom cold all night,-0.296
4358,Gainsborough Hotel, But the room was nearly too small and smelled musty ,0
4359,Gainsborough Hotel, The smell The place The noise The view on a wall and canalisations Too much expensive for this,0
4360,Gainsborough Hotel, Room was very dated and in need of decorating ,0
4361,Gainsborough Hotel, very dated decor 1980 s needs a complete refurbishment,0
4362,Gainsborough Hotel, The room was tiny very dated and smelled really badly ,-0.5256
4363,Gainsborough Hotel, Nothing ,0
4367,Gainsborough Hotel, Rooms very tired verging on shabby,-0.4927
4368,Gainsborough Hotel, smell in the room,0
4370,Gainsborough Hotel, given a twin room when a double was booked bathroom very dated could do with updating,0
4371,Gainsborough Hotel, Cold shower,0
4372,Gainsborough Hotel, Noise from the road and Wasn t deluxe ,0
4373,Gainsborough Hotel, Internet access somewhat fragile ,0
4376,Gainsborough Hotel, Rooms must be renovated,0
4378,Gainsborough Hotel, The bed itself,0
4380,Gainsborough Hotel, Two double bed put together,0
4381,Gainsborough Hotel, The size of the bedroom was too small the bathroom facilities quite old ,0
4382,Gainsborough Hotel, Cold bedroom in basement with heating turned off My wife was cold all night Extremely uncomfortable bed with poor pillows and dirty blanket,-0.8357
4383,Gainsborough Hotel, breakfast should have been included ,0
4384,Gainsborough Hotel, Extremely outdated and old,0
4387,Gainsborough Hotel, Room was very tired and in need of a refurb ,-0.4927
4390,Gainsborough Hotel, The room heater was not effective,-0.3724
4391,Gainsborough Hotel, Bedrooms and ensuite could do with updating decor,0
4392,Gainsborough Hotel, Room was hopelessly small bathroom even worse On booking asked for large bed then on arrival had to pay extra for a large bed ,-0.7717
4393,Gainsborough Hotel, Noise of the street But a quiet street,0
4394,Gainsborough Hotel, Bathroom needs overhaul looks tired overall,-0.4404
4397,Gainsborough Hotel, Single room was extremely small with very cold bathroom 301 ,0
4400,Gainsborough Hotel, Radiators were too hot and there was no way of adjusting them ,-0.296
4401,Gainsborough Hotel, SLIGHTLY ERRATIC TEMP IN THE SHOWER,0
4402,Gainsborough Hotel, Needs repair,0
4403,Gainsborough Hotel, Nothing,0
4404,Gainsborough Hotel, Staff,0
4405,Gainsborough Hotel, Water pressure very low No mini bar so could not keep food refrigerated Small room,-0.7245
4406,Gainsborough Hotel, bed was so hard felt like sleeping on the floor Floor carpet was so old and dirty felt very uncomfortable ,-0.6321
4407,Gainsborough Hotel, Bed was very uncomfortable the room was cold and noisy ,-0.5563
4408,Gainsborough Hotel, Old hairdryer Poor menu in the evening,-0.4767
4409,Gainsborough Hotel, The hotel was tired parts of the shower were falling off The staff were difficult to understand and not the friendliest ,-0.837
4411,Gainsborough Hotel, to small room,0
4412,Gainsborough Hotel, Poor shower,-0.4767
4413,Gainsborough Hotel, Everything,0
4415,Gainsborough Hotel, Difficult shower temperature adjustment,-0.3612
4416,Gainsborough Hotel, Poor sound insulation between rooms,-0.4767
4417,Gainsborough Hotel, Fire alarm went on in the middle of the night Bathroom freezing cold Poor isolation,-0.875
4418,Gainsborough Hotel, The breakfast ,0
4419,Gainsborough Hotel, Central heating was closed we told a lot about it to staff but 3 days nothing changed and We also couldn t take a bath because of it ,0
4420,Gainsborough Hotel, Draughty windows This hotel is very much in need of renovation ,0
4421,Gainsborough Hotel, Room and bathroom very tired and would benefit from refurbishment Shower not working properly,-0.0498
4422,Gainsborough Hotel, no heating telly wouldn t work,-0.296
4423,Gainsborough Hotel, In need of a makeover,0
4424,Gainsborough Hotel, Couldn t check in till 2 30 not 2 00 as stated ,0
4426,Gainsborough Hotel, Room quite small but most are in central London ,0
4427,Gainsborough Hotel, In dire need of renovation Calling a room Deluxe cannot hide the dark truth ,-0.0469
4428,Gainsborough Hotel, Very small room and a bit noisy at times ,-0.1779
4430,Gainsborough Hotel, Seemed a bit run down especially stairwells Disappointed that not even lobby had wifi ,-0.535
4431,Gainsborough Hotel, Nothing,0
4432,Gainsborough Hotel, room size bathroom shower,0
4434,Gainsborough Hotel, filthy bathroom and windows Staff didnt know where the rooms were,0
4436,Gainsborough Hotel, cold and no heating controls very expensive really a rip off especially 12 for small breakfast ,-0.296
4437,Gainsborough Hotel, Had to change room from basement as it smelt damp had no tv working ,-0.296
4439,Gainsborough Hotel, The bar was rather sparse,0
4441,Gainsborough Hotel, Room 107 was noisy due to next to lift No window,-0.4404
4442,Gainsborough Hotel, Beds were so uncomfortable it was difficult to sleep,-0.7065
4445,Gainsborough Hotel, Bedroom decor rather tired,-0.4404
4446,Gainsborough Hotel, Floor broken in bath ,-0.4767
4448,Gainsborough Hotel, Carpet worn blind in bathroom damaged,-0.7783
4449,Gainsborough Hotel, Typical of other hotels in London it had the tiniest shower ,0
4453,Gainsborough Hotel, Small room,0
4454,Gainsborough Hotel, Very tired looking bedrooms need decorating,-0.4927
4456,Gainsborough Hotel, Some staff poor command of English,-0.4767
4457,Gainsborough Hotel, Room right by air unit very noisy and virtually no natural light in the room,-0.4772
4458,Gainsborough Hotel, cleaning staff,0
4460,Gainsborough Hotel, Building needs alot of maintances ,0
4461,Gainsborough Hotel, terrible noise in the room that did not stop all night our complains to the reception did not help I will not stay again,-0.7244
4462,Gainsborough Hotel, The rooms were terrible broken and dirty,-0.8442
4467,Gainsborough Hotel, The stairs were steep to the higher rooms but there is a lift ,0
4471,Gainsborough Hotel, The kitchen for room service closed half an hour before it was supposed to ,0
4472,Gainsborough Hotel, Room very small but again price was astonishingly low,-0.3919
4473,Gainsborough Hotel, breakfast generally not very good,-0.3865
4474,Gainsborough Hotel, Breakfast was very poor,-0.5256
4475,Gainsborough Hotel, Terrible worn out Mattress dust behind the headboard,-0.6486
4476,Gainsborough Hotel, the room was dirty dusty and and generally badly maintained will not set foot in this hotel again ever ,-0.7184
4478,Gainsborough Hotel, The hotel room was just a little too worn ,-0.2315
4479,Gainsborough Hotel, nothing,0
4481,Gainsborough Hotel, The room and bathroom are too small and very uncomfortable for use Being a single room it was under the staircase opening into the fire escape door ,-0.5563
4482,Gainsborough Hotel, small room,0
4483,Gainsborough Hotel, Poor decorative condition in bathroom Tea making facilities concealed in a broken wardrobe Air con leaking water ,-0.7351
4484,Gainsborough Hotel, Old fashioned decor,0
4486,Gainsborough Hotel, The breakfast was very poor and the hotel is very shabby ,-0.5256
4487,Gainsborough Hotel, The whole experience was a disaster Had a drivers room Disgusting Too polite to complain but will never return,-0.6705
4488,Gainsborough Hotel, Nothing,0
4489,Gainsborough Hotel, Very old hotel Beaten carpets and beds that are ready to break,-0.144
4490,Gainsborough Hotel, Tired bedroom decor Indiscreet wiring,-0.4404
4491,Gainsborough Hotel, Nothing,0
4492,Gainsborough Hotel, Beds were hard,-0.1027
4495,Gainsborough Hotel, 2 star room dirty shower and very tired decorations ,-0.7264
4496,Gainsborough Hotel, dirty and tired breakfast not good,-0.8023
4497,Gainsborough Hotel, Tiny bedroom size of a broom cupboard stuffy v inadequate air con Tiny bed and tiny bathroom Extremely poor value for money,-0.5291
4498,Gainsborough Hotel, Bedroom needed to be refurbished very shabby ,0
4499,Gainsborough Hotel, Mouse in room,0
4500,Gainsborough Hotel, Smallest room I have ever been You can choose between the heat or the noisy air conditioned ,-0.1779
4501,Gainsborough Hotel, Asked for adjoining rooms and got two farthest apart possible Double room only had one bed,0
4502,Gainsborough Hotel, Box bedroom,0
4503,Gainsborough Hotel, Room very small couldn t get out of one side of bed as close to wall Bathroom very small couldn t sit on toilet with out having door open ,0
4504,Gainsborough Hotel, Breakfast to be included ,0
4505,Gainsborough Hotel, Bedroom looked a little tired ,-0.3832
4506,Gainsborough Hotel, Although it was a single room it was really tiny,0
4509,Gainsborough Hotel, It was awful,-0.4588
4510,Gainsborough Hotel, Small room not too comfortabke bed small lift,0
4511,Gainsborough Hotel, Hotel very tired needs refurbished,-0.4927
4513,Gainsborough Hotel, Lights didn t work Bedside lamp was dangerously broken Walk in wardrobe difficult to access ,-0.8225
4516,Gainsborough Hotel, Room too small Shower awkward,-0.1531
4518,Gainsborough Hotel, Nothing,0
4519,Gainsborough Hotel, Everything ,0
4520,Gainsborough Hotel, Single room was tiny hot and dated,0
4521,Gainsborough Hotel, Maintainance and cleanness is not matching the value rooms needs more attention and furniture is outdated,-0.2584
4523,Gainsborough Hotel, Decor was tired and in need of urgent attention Toilet didn t flush same reported but not fixed ,-0.1406
4524,Gainsborough Hotel, Fire alarm fault went off at 4am Room dirty Bathroom filthy Decor tired and communal areas had a bad smell,-0.9413
4525,Gainsborough Hotel, Room too small bed ancient n uncomfortable Smoke alarm at 4 20 am shower did nt work,-0.6124
4527,Gainsborough Hotel, Hotel bedrooms far from 4 star need a full update,0
4528,Gainsborough Hotel, very small room and bathroom,0
4529,Gainsborough Hotel, Overdue a refurbishment by about 20 years,0
4530,Gainsborough Hotel, No window and no mirrors in the room ,-0.5267
4531,Gainsborough Hotel, Quite expensive for a single room but guess that is due to the location ,0
4533,Gainsborough Hotel, Decor very tired ,-0.4927
4538,Gainsborough Hotel, Bed was a little hard ,-0.0276
4541,Gainsborough Hotel, No coffee tea in room noisy air duct droning all night,-0.4404
