Hotel_Name,Positive_Review
Gainsborough Hotel, The hotel is in a great location Within walking distance for the Museums and Kensington High Street Some great local restuarents and easy access to the tube station 
Gainsborough Hotel, Location
Gainsborough Hotel, Location of hotel
Gainsborough Hotel, Great location for museums etc and close to tube
Gainsborough Hotel, Proper English style hotel A little fawlty towers I loved the homeliness and intimacy of it not big branded and brash Desk in room to work st wifi great Lovely staff felt secure and comfy after a day in the city Liked that it had a bath water pumping hot Breakfast ample not as cheap as on high street but worth the extra not to leave the building relax Short walk to Brompton road shops Harrods on doorstep of museums 
Gainsborough Hotel, Location
Gainsborough Hotel,No Positive
Gainsborough Hotel, Staff brilliant Location fabulous An excellent basic hotel offering all you need for a London stay when sleep is all you do at the hotel Would stay there again without a doubt 
Gainsborough Hotel, Lovely staff appreciated welcome cup of tea quiet and convenient location 
Gainsborough Hotel, Location and cleanliness
Gainsborough Hotel, The lady at reception was more than helpful and really lovely It was an excellent location and super clean
Gainsborough Hotel, Not a lot
Gainsborough Hotel, Good firm mattress pleasant and helpful staff 
Gainsborough Hotel, The location was very good close to the underground and in a safe area Important as I am a female travelling for business There are lots of places to eat nearby 
Gainsborough Hotel, The position of the hotel
Gainsborough Hotel, Close to South Kensington Station Just a short walk to V A Museum and Natural History Museum Plenty of good restaurants and coffees around 
Gainsborough Hotel, The staff were extremely helpful Breakfast was lovely in a really nice setting 
Gainsborough Hotel,No Positive
Gainsborough Hotel, My room was small but comfortable had everything I needed and was warm Staff very friendly and helpful 
Gainsborough Hotel, It s familiar to me and I know what I am getting It s very comfortable Everything works well e g lift 
Gainsborough Hotel, Friendly helpful staff 
Gainsborough Hotel, Fair continental breakfast
Gainsborough Hotel, Excellent quiet location in one way street close to South Kendington tube station and museums Cosy atmosphere in the whole hotel We had a nicely furnished twin bed room that offered all we needed or wanted plenty of hot water comfortable beds 24 h reception and beautiful breakfast room helpful staff The Gainsborough was just perfect for our 5 day trip and we will definitely come again 
Gainsborough Hotel, Breakfast was pleasant but was brought from across the road without covers Mushrooms were not fresh tinned or frozen Dinner was ordered we were told they would talk to the kitchen then phone us We went down only to discover the meal was to be served in the very small reception bar area 
Gainsborough Hotel, Great location for our purposes at a very acceptable price Friendly helpful staff even when their command of the English language fell short Our second room was comfortable a mock tester bed in a basement made us laugh but the bathroom was excellently large 
Gainsborough Hotel, Location
Gainsborough Hotel, brand new lift ideal location for v a was offered complimentary drink on arrival
Gainsborough Hotel, Location was excellent just a short 5 minutes walk from South Kensington station Bedroom was quite spacious and bed very comfortable Nice atmosphere Heating was working just fine Very good customer service 
Gainsborough Hotel, Proximity to Kensington station was good
Gainsborough Hotel, location staff tea coffee facility at room lobby
Gainsborough Hotel, The staff were friendly and did get me some extra milk when I asked 
Gainsborough Hotel,No Positive
Gainsborough Hotel,No Positive
Gainsborough Hotel, The breakfast rooms and public rooms were lovely as was breakfast itself Everything was fresh and beautifully laid out 
Gainsborough Hotel, Comfortable and roomy enough room no bottle of water though 
Gainsborough Hotel, Breakfast was reasonable value Location was good 
Gainsborough Hotel, location to subway was excellent
Gainsborough Hotel, Beliggenheten og vennlig ansatte Det er alt positivt som kan sies 
Gainsborough Hotel, Location
Gainsborough Hotel, The location was good for our visit to the royal Albert hall and the museum s All within a 10 minute walk 
Gainsborough Hotel, The hotel was in a good position
Gainsborough Hotel, Nice area Comfortable bed 
Gainsborough Hotel, Cooked Breakfast warm Tea coffee Luke warm Beds not particularly comfortable lumpy rooms needed a bit of care and attention Air con unit hose not even attached to hole in window Requested several times for tea coffee facilities in room 24 bar service not available 
Gainsborough Hotel,No Positive
Gainsborough Hotel, Very convenient location for the South Kensington Museums and the Undeground The English Breakfast was excellent The staff modified it slightly to suit the way I like my eggs and the results were perfect 
Gainsborough Hotel,No Positive
Gainsborough Hotel, Fantastic location Clean but a little tired 
Gainsborough Hotel, The room was pleasant and had a kettle The lift was good and the staff were always on duty and looked after us well The room was well sound proofed that was helped by the hotel not being in a noisy area The toiletries were excellent I miss them The beds were good as were the pillows 
Gainsborough Hotel, Good location 
Gainsborough Hotel, The location was great
Gainsborough Hotel, Very good location walkable to museums and subway There s also a lot of cute cafes and restaurants nearby The staffs during the day are super friendly One fixed our room situation the next day and offered free full breakfast for our checkout day which I think was fair given 1 night of 4 of room mix up Prices are very good for London we paid about 100 per night I wouldn t say it s 4 but the rooms were clean and had nice toiletries plus little vanity kits I didn t experience any of the dirtiness others have complained about The room for night 1 superior twin was small but nicely decorated victorian and clean Beds were short though and I m 180cm The superior double room we ended up getting night 2 4 was actually very modern and not styled like the pictures at all I thought it was pretty but my bf preferred the older style Bathroom was very spacious and modern seemed new and there were sockets everywhere including direct usb sockets For just 100 a night I think this is one of the best places to stay Obviously better places can be had for more I think people here give bad ratings because they are used to paying this price for better hotels yea in cheaper cities not London Would definitely stay here again 
Gainsborough Hotel, The location was good the staff pleasant breakfast was well catered for and the bed was very comfortable The room was clean
Gainsborough Hotel, Proximity to Albert Hall and museums two big rooms breakfast room 
Gainsborough Hotel, breakfast ventilation shower and bathroom and quietness of the area 
Gainsborough Hotel, Good location staff helpfu clean linen 
Gainsborough Hotel, The bar across the road was very modern though not very cosy The bedroom was fine and there were lovely toiletries in the bath room as well as tea and coffee making facilities 
Gainsborough Hotel, Location Wifi 
Gainsborough Hotel,No Positive
Gainsborough Hotel, A nice hotel close to Tube and amenities
Gainsborough Hotel,No Positive
Gainsborough Hotel, The lift was always ready at ground floor
Gainsborough Hotel, The room nice and clean Breakfast was fine both English and continental we didn t dine at the hotel Location is superb 
Gainsborough Hotel, Bed was comfortable and clean
Gainsborough Hotel, Good location and a nice reception area 
Gainsborough Hotel, Getting refunded buying late night train tickets and going home 
Gainsborough Hotel, The position next to the museums and the area
Gainsborough Hotel, The familyroom were nice and clean The breakfast were good in a cosy room 
Gainsborough Hotel, the location is good for transport for shopping museums and for sightseeing 
Gainsborough Hotel, Lovely continental breakfast Staff very friendly and helpful 
Gainsborough Hotel, The location was great for Kensington museums Harrods etc with South kensington tube just around the corner 
Gainsborough Hotel, Breakfast was pleasant
Gainsborough Hotel, Very friendly and accommodating staff My room was high up and a bit out of the way so wonderfully quiet Hotel well situated for excursions into London and for the museums My room was a bit worn down but adequate for my purpose Area is charming and full of good restaurants cafes pubs and interesting shops 
Gainsborough Hotel, Comfortable and clean beds and bathrooms Lot of information discount offers for tourists at the reception 
Gainsborough Hotel, The customer service was very good the beds were comfortable and the breakfast was nice 
Gainsborough Hotel, The staff where lovely and the location is around the corner from the museums and lots of places to eat however I wouldn t go back or recommend it
Gainsborough Hotel,No Positive
Gainsborough Hotel, Very attentive hotel staff very lovely room close to the South Kensington Station and many museums 
Gainsborough Hotel, The location was excellent 
Gainsborough Hotel, Location was fair not far from the station We requested a high floor but received the basement receptionist quickly have us another room on the ground floor 
Gainsborough Hotel, Nothing much to like about this tired shabby hotel 
Gainsborough Hotel, The staff was lovely and helpful the facilities were great Not luxurious but clean and comfortable Great wifi 
Gainsborough Hotel, This was to be our last nights in London We chose this hotel based on traveller comments and photos We like staying in Kensington area The photos do not resemble the rooms We arrived on one of London s hottest days and expected the air conditioning to be working What we were greeted with was an enormous floor machine with large tubing being fed out a hole in the window It was vastly in efficient and gave little relief from the stuffiness of the room I had booked a double room and was astounded when it turned out that instead of a double bed we had two single beds made up as singles shoved together There was a height difference of around 5cm between the two mattresses The bed I slept in had holes in the sheets there was no fridge no grab rails in the bath shower We spoke to Zita who advised that we send an email to complain There is only one lift in the hotel which is slow and can only accommodate 3 people at a time Despite requests to speak to a manager no one was available till we were walking out the door As a guesture we were offered a refund of one night s accommodation 
Gainsborough Hotel, The staff were incredibly nice and helpful The location was close to tube bus and taxi locations 
Gainsborough Hotel, Location Location Location The best thing about the hotel The staff was also very friendly 
Gainsborough Hotel, Good breakfast comfortable bed room was not that big but it was fine friendly staff very near to a subway station serving 3 lines restaurants market nearby
Gainsborough Hotel, The location was great 
Gainsborough Hotel, The receptionist zita was so welcoming Beds were comfortable
Gainsborough Hotel, Fantastic location for tube museums many restaurants all within 5 minutes Very helpful front desk staff 
Gainsborough Hotel, Clean cosy comfortable Very pleasant team smiles on arrival and smiles at breakfast All the staff at the Gainsborough Hotel gave the impression that they genuinely wished you a nice stay regardless of the fact they see numerous people every day 
Gainsborough Hotel, Good location for museums and Royal Albert Hall Staff polite and helpful 
Gainsborough Hotel, The staff were excellent the location was quiet and ideal for my Kensington stay 
Gainsborough Hotel, The staff was helpful Good location 
Gainsborough Hotel,No Positive
Gainsborough Hotel, Only plus was it s proximity to museums restaurants and transport 
Gainsborough Hotel, The air con on Britain s hottest night of the year The receptionist was delightful and helpful 
Gainsborough Hotel, Good location
Gainsborough Hotel, Bed was good 
Gainsborough Hotel, The location of the hotel is good it is only a short walk to the Underground and places to eat Very good if you want to visit the Victoria and Albert and other museums 
Gainsborough Hotel, Liked the location We can t think of anything else we liked Pillows good
Gainsborough Hotel, The staff were very lovely the room clean the position perfect 
Gainsborough Hotel, The staff were very friendly and polite The hotel was located in an excellent position for access to the South Bank and also for the Wimbledon Tennis 
Gainsborough Hotel, The location is excellent for tube station and small shops and restaurants All the staff were always happy and friendly Continental breakfast was fresh and tasty 
Gainsborough Hotel, I didn t have time for breakfast but I didn t have a coffee in my room because the kettle wouldn t work properly However the room was clean and comfortable 
Gainsborough Hotel, Good Location for Hyde Park Wimbledon Paid to upgrade breakfast which was nice
Gainsborough Hotel, Comfortable bed Polite helpful staff 
Gainsborough Hotel,No Positive
Gainsborough Hotel, The staff make this hotel The hotel does need a little freshen up in some places but very characterful Lovely feel Welcoming Reception girls cannot fault in anyway Professional smart and really good at their job Booked 6 times because of welcome feel Reception area lovely Left luggage secure with reception Breakfast continental selection ok enough Overall nicely managed Harrods 10 mins straight walk South Kensington really nice Sloane square 20 min walk Kensington High Street don t bother All galleries a stroll away 
Gainsborough Hotel, Location Close to the museums and the South Kensington tube station 
Gainsborough Hotel, staff is nice and friendly
Gainsborough Hotel, like Mmm just one thing it is near the underground 
Gainsborough Hotel, The staff make this hotel just right professional and courteous Girl on reception outstanding I had a lovely room Nice ambience 
Gainsborough Hotel, I got the feeling of history through out the building and would have loved to see the hotel 100 years ago
Gainsborough Hotel, Breakfast ok 
Gainsborough Hotel, The Entrance is okay and the location is decent
Gainsborough Hotel, Reception staff very friendly and helpful
Gainsborough Hotel,No Positive
Gainsborough Hotel, The location was very good for our plans Staff were pleasant and helpful The hotel was clean and tidy 
Gainsborough Hotel, Great location for Royal Albert Hall museums Harrods Nice staff Good continental breakfast 
Gainsborough Hotel, It was nice and quiet I asked for a room not on the main road and I got one to the back perfect
Gainsborough Hotel, The hotel is in a great location and the staff is very helpful and kind It is well run and there is always someone available at the front desk
Gainsborough Hotel, Quiet location but close to Kensington tube station All the staff were very friendly and helpful The beds were comfortable and the breakfast was good Would certainly stay again 
Gainsborough Hotel, The lobby was cute and the staff was friendly 
Gainsborough Hotel, The bed was the most comfortable hotel bed I have had Comfortable mattress and I loved the blankets and sheets rather than a duvet You can modify with the temperature etc Enjoyed the breakfast very much I liked it very much that the window opened 
Gainsborough Hotel, Staff were charming and extremely polite 
Gainsborough Hotel, Down at reception was very comfortable
Gainsborough Hotel, Location was good That s about it
Gainsborough Hotel, The location is good Very handy for Central London
Gainsborough Hotel, The decor of the lobby and breakfast room The continental breakfast was very nice Fresh fruit would have been lovely The staff was friendly and very helpful The location was perfect and a lovely area to walk around with a tube stop nearby and nice restaurants and marvelous museums 
Gainsborough Hotel, The location was great very close to metro and restaurants very convenient Great area to stay in Wifi was really good and the staff were amazingly helpful Thank you 
Gainsborough Hotel,No Positive
Gainsborough Hotel, The hotel was near to all amenities such as the tube station The bed was quite comfortable Staff were friendly
Gainsborough Hotel, location close to south kensington tube museums friendly staff
Gainsborough Hotel, Great location very Friendly staff Given the location very good value for money 
Gainsborough Hotel, Location to train station was great
Gainsborough Hotel,No Positive
Gainsborough Hotel,No Positive
Gainsborough Hotel, Location Staff were friendly Lobby and breakfast room were nice Good wifi and flatscreen tv 
Gainsborough Hotel, Location was perfect for purpose of visit i e Museums Staff were friendly and welcoming Smellies for shower were nice
Gainsborough Hotel, The location of this hotel was perfect for our planned weekend Royal Albert Hall and Museums on your door step
Gainsborough Hotel, Staff were very friendly and welcoming Staff arranged an extra blanket and a heater on the second night 
Gainsborough Hotel, The staff working in this hotel is wonderful They listen they are eager to help they are polite and genuinely friendly I want to commend especially Otilia Ivan Lorena Also appreciated the space The rooms are big with high ceilings beautiful 
Gainsborough Hotel, Location and staff 
Gainsborough Hotel, Location is great Close to tube museums and Hyde Park 
Gainsborough Hotel, The staff were outstanding friendly and very helpful The breakfast was good and dining room very pleasant 
Gainsborough Hotel, The location was great Just as expected
Gainsborough Hotel, Staff were friendly
Gainsborough Hotel, Staff and location are top quality
Gainsborough Hotel,No Positive
Gainsborough Hotel, I booked this after a cancellation with another hotel The staff were so accommodating after I told them that I had been let down they let me check in early brought an iron and ironing board and two buckets of ice Nothing was too much trouble the reception was an absolute sweetheart Stay at this hotel you will not be disappointed it was home from home Central and easy access to tube and shops well done the staff at the Gainsborough
Gainsborough Hotel, Only the location was good about this hotel
Gainsborough Hotel, Friendly staff Breakfast simple but nice Would have appreciated fresh fruit 
Gainsborough Hotel,No Positive
Gainsborough Hotel, Really friendly staff Excellent location for Hyde park and the royal Albert hall Great value for money
Gainsborough Hotel, Beds very comfortable
Gainsborough Hotel, All we needed was there
Gainsborough Hotel, Bed was comphy room nice and clean Did not have breakfast as too dere for continental one Great location by metro 
Gainsborough Hotel, Location very close to bus and underground station South Kensington which had the Piccadilly Circle and District Line Also lots of good restaurants pubs and cafes in this area as well as the Natural History Museum Science Museum and Victoria and Albert Museum in short walking distance Hotel had a rather old English charm but it was adequate and not frumpy 
Gainsborough Hotel, Very comfortable room 
Gainsborough Hotel, The location was the most important factor as I was attending a concert at the Royal Albert Hall All staff members were very polite and helpful overall making my two day stay enjoyable 
Gainsborough Hotel, The room was quite large and the toiletries and towels plentiful 
Gainsborough Hotel, The staff were so helpful Even though we were staying only one night we were allowed leave our baggage at the hotel for two days which was important with the heatwave in London Room was fine clean and comfortable 
Gainsborough Hotel, The welcome and service from staff was quick and friendly The room was clean and tidy with ideal facilities for a brief stay it had free wifi It was also the perfect location with sites to look at locally or using the South Kensington Tube station 2 streets away 
Gainsborough Hotel, Location near tube stations
Gainsborough Hotel, location friendly and helpful staff family room was well laid out 
Gainsborough Hotel,No Positive
Gainsborough Hotel, Beds room comfortable
Gainsborough Hotel, The price was reasonable The location was very close to national history museum where wanted to go Breakfast was really nice 
Gainsborough Hotel,No Positive
Gainsborough Hotel, Lovely historic building in excellent location block from museums 4 5 minutes walking to South Kensington Metro Tube close to many restaurants Spacious reception areas Welcoming staff 
Gainsborough Hotel, The bath room was warm clean lovely shower and great fluffy white towels 
Gainsborough Hotel,No Positive
Gainsborough Hotel, The hotel was very convenient for our visit and a quiet location off busy roads in the area The continental breakfast was very good with plenty of choice 
Gainsborough Hotel, Very convenient for the Albert Hall Room clean and quiet Good breakfast freshly cooked 
Gainsborough Hotel, Bed comfy Location Balcony Able to leave luggage 
Gainsborough Hotel, Location was fantastic close to public transport Rooms were nice and warm and bed comfortable I will definitely book this hotel again
Gainsborough Hotel, The staff at the hotel were exceptional They were very friendly and nothing was too much trouble for them I would certainly stay here again
Gainsborough Hotel, Near to the Royal Albert Hall it had a bath and not just a shower 
Gainsborough Hotel, This hotel was much nicer than expected based on reviews I had read previously My single room wasn t as tiny as other single rooms I ve stayed in during visits to London The bed was very comfortable The TV looked new and had many channels Staff were very nice and welcoming WiFi was fast Good location 
Gainsborough Hotel, The location was good the room was quiet 
Gainsborough Hotel, did not have breakfast as we prefer a cooked one the bed was extremely comfortable and the bed linen spotless For us the location could not have been better 
Gainsborough Hotel, Me and my boyfriend have stayed for 5nights reception staff and lobby staff are extremely friendly and helpful they have really keep up a four star standard we were looking for 
Gainsborough Hotel, Maria was very attentive and helpful The location of the hotel is good for South Kensington station 
Gainsborough Hotel, Good neighborhood You can make your own tea Not far from subway Classical old building Shower gel was very good Big TV Hot cold water mixer instead of 2 taps 
Gainsborough Hotel, Friendly staff very good location 
Gainsborough Hotel, Location
Gainsborough Hotel, Public rooms were pleasant and staff were helpful 
Gainsborough Hotel, The location
Gainsborough Hotel, The room was nicely heated for a cold February month Nice location
Gainsborough Hotel, Breakfast was excellent value and staff all friendly
Gainsborough Hotel, An elegant building Location excellent for museums and bus tube connections to the West End for the shows 
Gainsborough Hotel, Very good smiling face cooperative staff with a average breakfast of hotel
Gainsborough Hotel, The room was very comfortable and the staff couldn t help enough they were wonderful
Gainsborough Hotel, I had a bath in my double room not just a shower A spacious room good wifi signal and TV Close to underground 2 mins walk 
Gainsborough Hotel, Excellent location for visiting the museums Comfortable clean and warm Continental breakfast more than adequate with cheap upgrade for full English available Given the opportunity we will be using the hotel again 
Gainsborough Hotel, The only good thing is the location 
Gainsborough Hotel, The room was quite spacious and also the bathroom and the location very near to the underground museums park also other important places it saves money and time 
Gainsborough Hotel, Location Okay so I ll be as kind as I can be Firstly location is excellent it is about 30m away from The Natural History Museum Science Museum and V A A short walk to Harrods and some really nice restaurants in Kensington and close to the Tube to make getting around easy The entrance is also very nice and well kept The young lady in reception was polite courteous and helpful 
Gainsborough Hotel, Any time I needed assistance a butler was at my door within 5 minutes The staff was helpful and friendly 
Gainsborough Hotel, Excellent location in general friendly staff WiFi with good signal and speed 
Gainsborough Hotel, Staff were friendly I did not use the Hotel for breakfast 
Gainsborough Hotel, Good location pleasant decor friendly staff nice breakfast comfy bed late bar in the reception area 
Gainsborough Hotel, Croissants were so good Service staff were so friendly at breakfast Museums and shopping as well as underground train is just so accessible 
Gainsborough Hotel, Good location
Gainsborough Hotel, the bed was nice and so was the location the furniture was decorative We didn t have to check out till 12
Gainsborough Hotel, It was very close to South Kensington tube station
Gainsborough Hotel, Very close to tube stations and local attractions Good for the price 
Gainsborough Hotel, Perfect location Few steps from tube and three important London s museums Quiet Rooms aren t huge but big enough for such level of London s hotels Helpful staff 
Gainsborough Hotel, The staff were welcoming accomodating The location is excellently placed for visiting The Natural History Museum the V A Gallery nice shopping available Locally but because of the location quite Expensive 
Gainsborough Hotel,No Positive
Gainsborough Hotel, There were many mixed reviews of this property so with apprehension I booked 4 nights It was a very cheap price for London at this location You can t beat the location directly across the road from the National History Museum and only a 3 minute walk to the South Kensington tube with an excellent variety of restaurants shops nearby The room was reasonably spacious it overlooked a local school but no noise issues from that Free wi fi Friendly Reception staff I didn t have breakfast in the hotel Price location outweighed the bad points for me 
Gainsborough Hotel, Lovely atmosphere all the benefits of traditional hotels of my youth but with all mod cons very helpful staff in a quiet road of well maintained old buildings quite near tube station very nice breakfast 
Gainsborough Hotel, The location of this hotel was excellent 5min walk from underground and close to museums Located in a very pleasant and quiet street 
Gainsborough Hotel, Location price in sale
Gainsborough Hotel, Location 
Gainsborough Hotel, The location is ideal for the museums Hyde Park and shopping in nearby High Street Kensington 
Gainsborough Hotel, Not a lot the room was very small AC did not work for more than 5 minutes at a time The shower was a joke no pressure and went cold then boiling hot That said the Spanish servers in the restaurant were just great
Gainsborough Hotel, We were offered a complimentary drink on arrival and were upgraded The receptionist also printed a map for nearest restaurants and shops as we hadn t eaten yet and were very late 
Gainsborough Hotel, Staff are lovely Location awesome Room was quite spacious for the price 
Gainsborough Hotel, Location great staff not got a clue The lady on reception could not understand English and a very poor communicator
Gainsborough Hotel, For London 99 is good and the location was good 
Gainsborough Hotel, When we complained about the original room we were put in the lady on the desk dealt with it quickly and efficiently however I am not sure what she would have done if there hadn t been a spare double room 
Gainsborough Hotel, Hotel looked fantastic from the outside inside was a warm reception area and staff were lovely even taking the time to speak with my daughter There was a small lift to the upper floors and room was easy to find Rooms were a little dated in decor but very regal looking and very clean Adequate facilities and the wifi access was explained to me on check in Easy access links to tube and over the road from natural history museum 
Gainsborough Hotel, The location is very good and the staff very nice in particular Maria and Ivan
Gainsborough Hotel, Great location and helpful staff
Gainsborough Hotel, Nice location impressive bed 
Gainsborough Hotel, The location was excellent
Gainsborough Hotel, Staff were friendly and tried to be be helpful 
Gainsborough Hotel, The Hotel is walking distance from the natural History museum V A Harrods and South Ken Station A large room with a good size bathroom and everything worked 
Gainsborough Hotel, Good location balcony quiet room hotel had character 
Gainsborough Hotel, Staff very friendly and accommodating with my elderly father s needs Nothing was too much trouble for them and always done with a huge smile
Gainsborough Hotel, The two Spanish waitresses who served us in the Breakfast room were great 
Gainsborough Hotel, Location is perfect Reception and communal areas are superbly decorated Staff were very helpful and friendly All in all very satisfied 
Gainsborough Hotel, location for local restaurants etc staff very helpful 
Gainsborough Hotel, Nice and helpful staff comfortable beds och clean room Continental breakfast with several choices 
Gainsborough Hotel, Nice restaurant very good breakfast Would use it again 
Gainsborough Hotel, Location 
Gainsborough Hotel, Excellent hotel with a budget price tag Nice and clean with comfortable beds Perfect location near to tube Shops and food sources within a short walk 
Gainsborough Hotel, Staff were friendly helpful Breakfast food was excellent Beds comfortable and in a quiet room which was at our request Lots of information given in the folder Couldn t ask for more Clean towels provided every day 
Gainsborough Hotel, Best location ever in London three tube lines and buses to choose from Nice area with caf s and great museums around the corner Very friendly staff room spacious we had a three bed room for family with 2 small kids 
Gainsborough Hotel, Good location friendly staff nice breakfast Differentiation of price by breakfast type 
Gainsborough Hotel, Convenient and very friendly
Gainsborough Hotel, It was two minutes from South Kensington Tube station and the Natural History Museum so it that respect great 
Gainsborough Hotel, Cleanliness and Location was very good Seemed to be in a French village location with all amenities around the corner and a tube station Ideal for the museums 
Gainsborough Hotel, The location was very convenient hotel was good didn t like my room at first but the staff were very nice and changed the room for me 
Gainsborough Hotel, The service from the staff was exceptional They made the stay the best and also where the hotel was located was great as you could walk to places to eat very easily and it was a good location
Gainsborough Hotel,No Positive
Gainsborough Hotel, We loved the location less than half a block from the front door of the Museum of Natural History and only about a block more to the V A Museum and the Hop On Hop Off Bus The breakfast room was set with white linen tablecloths and a good breakfast was served very nicely We must mention the exceptionally friendly helpful staff especially in the evening including Zita 
Gainsborough Hotel, The location was good for the Albert Hall Close to the underground Lots of nearby cafe s and restuaurants 
Gainsborough Hotel, Great location staff were friendly
Gainsborough Hotel, The location of the hotel was very good as my sisters and I were going to the Royal Albert Hall The tube station is also only a short walk 
Gainsborough Hotel, Excellent location Quiet room no banging doors Comfortable and warm Maybe a bath mat would be good Also tea and coffee on side not tucked away in cupboard That kind of put me off using it But mostly all was great 
Gainsborough Hotel, The area was excellent location
Gainsborough Hotel, Location 
Gainsborough Hotel, Location was amazing and the room was good sized with a very comfy bed
Gainsborough Hotel, Great location near Hyde Park S Kensington museums Harrods etc Attractive reception lounge area Didn t bother with hotel restaurant 12 breakfast excellent French patisseries few minutes walk nr S Kensington tube 
Gainsborough Hotel, Nothing I could not recommend this hotel to anyone until I complained our room was in the basement down very narrow stairs there was no outside natural light in the room or fresh air very cloterphobic when the curtains were drawn back the view was of a frosted glass window with a store from behind if 
Gainsborough Hotel, I cannot answer that because I didn t get to stay there 
Gainsborough Hotel, Staff are friendly and accommodating My first room was not what I booked but this was dealt with quickly and my new room was small but beautifully finished and very comfortable
Gainsborough Hotel, Location 
Gainsborough Hotel, Close to tube station friendly staff it was great we could leave our bags before after our stay so we didn t have to lug around London 
Gainsborough Hotel, Nothing in particular location was good 
Gainsborough Hotel, Very near to museums which is a big plus if one likes such places Good transport access with nearby bus stops and tube station
Gainsborough Hotel, Location was ideal for needs
Gainsborough Hotel, The friendliness of the staff Very helpful I liked that there was an electric fire in the room for one to use when needed Breakfast was great 
Gainsborough Hotel, Locality to museums the underground and only a nice walk from many places to see Earing places and coffee shops as well as shopping at Harrods Was quaint with a victorian style room Facilities all were great Storage for hanging garments as well 
Gainsborough Hotel, The hotel was within walking distance of the Royal Albert Hall where we attended a concert Not being a regular visitor to London I can not say if the price of the accommodation was reasonable It does not seem all that reasonable to pay 155 for less than 48 hours in the building 
Gainsborough Hotel, Brilliant location for museums in the French speaking district which was a treat loads of restaurants nearby as well Staff was very friendly and helpful No free wifi in our room couldn t even locate it 
Gainsborough Hotel, Good location welcoming reception clean bathroom n nice toiletries 
Gainsborough Hotel, At least I slept 
Gainsborough Hotel, Great location for Natural History Museum Fairly close to tube station Lots of places in the area to have a meal Not too much street noise Peaceful
Gainsborough Hotel, Convenient location well connected by tube or with a short walking
Gainsborough Hotel, Location was very good for the purpose of my trip Also close to tube The bed was comfortable There was a lift even though extremely tiny Bed linen was clean and wall decoration seemed fresh 
Gainsborough Hotel, Friendly helpful staff who tried to help where they could Location is great for museums Knightsbridge and good tude connections to other parts of London 
Gainsborough Hotel, We liked the location Easy access to the underground
Gainsborough Hotel, Small room but comfortable bed 
Gainsborough Hotel, Location
Gainsborough Hotel, Staff helpful and friendly
Gainsborough Hotel, Air conditioning unit in room
Gainsborough Hotel, Great location
Gainsborough Hotel,No Positive
Gainsborough Hotel,No Positive
Gainsborough Hotel, Good location
Gainsborough Hotel, Museums
Gainsborough Hotel, Location
Gainsborough Hotel, The shower was lovely
Gainsborough Hotel, good situation and neighborhood
Gainsborough Hotel,No Positive
Gainsborough Hotel, Location
Gainsborough Hotel,No Positive
Gainsborough Hotel, Location
Gainsborough Hotel, Only where it is situated
Gainsborough Hotel, It was close to major turist atractions staff was helpful and friendly
Gainsborough Hotel, Location
Gainsborough Hotel, Friendly staff
Gainsborough Hotel, The bath was good Nice large bathroom 
Gainsborough Hotel, Location
Gainsborough Hotel,No Positive
Gainsborough Hotel, The location
Gainsborough Hotel,No Positive
Gainsborough Hotel,No Positive
Gainsborough Hotel, Location
Gainsborough Hotel, Location
Gainsborough Hotel, Excellent position cozy
Gainsborough Hotel, I liked very much Romanian personal They were very kind s an old fasioned hotel and se loved this 
Gainsborough Hotel,No Positive
Gainsborough Hotel, The convenient locatoon
Gainsborough Hotel,No Positive
Gainsborough Hotel, Location very good
Gainsborough Hotel,No Positive
Gainsborough Hotel, building
Gainsborough Hotel, Friendly staff good location
Gainsborough Hotel, Nothing
Gainsborough Hotel, Comfortable bed Generous breakfast 
Gainsborough Hotel, Cosy room
Gainsborough Hotel, Location
Gainsborough Hotel, Nice continental breakfast great ftont desk help
Gainsborough Hotel, Neighborhood was great 
Gainsborough Hotel,No Positive
Gainsborough Hotel, Location is excellent for sightseeing good location
Gainsborough Hotel, Hotel ok but wouldn t stay again
Gainsborough Hotel,No Positive
Gainsborough Hotel, The staff were really lovely
Gainsborough Hotel, Sights
Gainsborough Hotel, Great location nice staff but hotel needs a little updating 
Gainsborough Hotel, Good quality bedding and tableware
Gainsborough Hotel, good breakfast choices 
Gainsborough Hotel, Very good continental breakfast Excellent location for Albert Hall and museums 
Gainsborough Hotel, Really close to the tube 
Gainsborough Hotel, Yes luxury thanks
Gainsborough Hotel, Sumptuous surroundings
Gainsborough Hotel, The staff
Gainsborough Hotel, location typical English style friendly staff
Gainsborough Hotel, Location OK
Gainsborough Hotel, Room decor
Gainsborough Hotel, Nothing good about this hotel
Gainsborough Hotel,No Positive
Gainsborough Hotel, Location
Gainsborough Hotel, Not as good as the year before 
Gainsborough Hotel,No Positive
Gainsborough Hotel, Nothing but the personnel was good
Gainsborough Hotel, Excellent location for museums and only 2 min walk to tube station
Gainsborough Hotel,No Positive
Gainsborough Hotel, Location
Gainsborough Hotel, Warm friendly staff Great Welcome Great location for access to the museum s 
Gainsborough Hotel, The staff is very nice and caring Lara took care of my request of a better mattress and solved the problem
Gainsborough Hotel, It is a beautiful Victorian house with mouses etc 
Gainsborough Hotel, Room comfortable Well presented Breakfast excellent 
Gainsborough Hotel, Staff friendly and helpful
Gainsborough Hotel,No Positive
Gainsborough Hotel, Powerful shower location quiet
