,Hotel,Review,Score
36722,Hilton London Bankside, Nothing,0
36723,Hilton London Bankside, When we booked we got two twin beds and had specifically tried to make sure that wouldn t happen so I don t know what went wrong there,-0.2023
36726,Hilton London Bankside, Breakfast on Sunday was chaotic seemed to be a lack of organisation of staff and lots of items cutlery plates weren t available Also there was no plug point near mirror in room which made using the hairdryer impossible ,-0.7717
36729,Hilton London Bankside, While centrally located in London direct vicinity of hotel is a bit quiet ,0
36730,Hilton London Bankside, The hairdryer is on an extremely short spiraled cable and all plug sockets are low down so trying to dry your hair meant the plug kept coming out of the wall There is also no vanity mirror or area for use whilst drying hair applying make up The only mirrors are in the bathroom and there are no non bathroom plug sockets which is obviously key to safety but doesn t allow for styling hair in mirror whilst drying There were no cotton buds or cotton pads which I feel are standard and means you don t need to pack your own Plus the only time I ve ever needed a sewing kit and non available in the room ,-0.3109
36731,Hilton London Bankside, Cost of drinks at the bar extortionate ,0
36734,Hilton London Bankside, Location is not the best if you want to be amongst the action Felt i did more walking than what i intended ,-0.471
36738,Hilton London Bankside, Room service staff were not as helfull as the rest of the hotels staff,0
36739,Hilton London Bankside, We booked restaurant for the evening on New Year s Eve expecting a romantic 3 course meal as 110 per person website states 3 course meal also on arrival until no one took our order for a while we were then told it was a buffet I couldn t fault the food but the price is ridiculous ,-0.5927
36740,Hilton London Bankside, Slightly on the pricey side but it was the Hilton so that was to be expected Also the location although not far from some things was a little bit out of the way ,0
36743,Hilton London Bankside, All very pricey I know it s a central London hotel but the quality of food and drinks didn t match the price ,0
36744,Hilton London Bankside, View of a massive wall but this meant we had absolute privacy and at this dark time of the year did not cause us a problem ,-0.5499
36748,Hilton London Bankside, Nothing at all ,0
36749,Hilton London Bankside, The fact my room was 149 but 199 was taken from my account pending and it s still showing as pending leaving me 50 short Not cool ,-0.3491
36750,Hilton London Bankside, The only negative thing is room service They dont clean properly and i have communicated this many times to the reception ,-0.7147
36752,Hilton London Bankside, No hot choc in the room That was the worst thing we had to endure the hotel is excellent,-0.3818
36753,Hilton London Bankside, A suspicious cleaning lady entered our room on Saturday night at 9 45pm startled when seeing me mumbled something about us wanting to do laundry then high tailed it out ,-0.4939
36755,Hilton London Bankside, A SMALL POINT BUT A SWIMMING POOL AND SPA WOULD HAVE BEEN THE CHERRY ON THE CAKE,0
36757,Hilton London Bankside, The facilities in the room are so discreet that the hairdryer appeared to be in a secret cupboard it s by the door in case you re looking for it ,0
36758,Hilton London Bankside, Bar area very noisy that time of the year I guess but otherwise nothing else ,-0.1272
36760,Hilton London Bankside, Breakfast rather expencive 25 pr person ,0
36762,Hilton London Bankside, I paid extra for room with city view I was expecting a view of London Skyline but I had a view of a block of flats through a small window City View means your room faces the outside of the hotel whereas non view rooms overlook an internal courtyard which in my opinion is a better view than City View I don t think City View should be used in description as it s misleading ,-0.5499
36767,Hilton London Bankside, ONLY THING the only mirrors were in the wardrobes with poor lighting so couldn t really do my makeup properly also there was no plug near so had to dry my hair without a mirror ,-0.6486
36769,Hilton London Bankside, Location not great prices will no doubt go up once established Breakfast was 25 ,-0.2924
36770,Hilton London Bankside, Expensive breakfast for gbp 25 with an additional 12 service charge over that Etc etc ,0
36771,Hilton London Bankside, Price of the drinks in the bar too expensive ,0
36772,Hilton London Bankside, the rooms felts a little clinical but that me being really picky here,0
36773,Hilton London Bankside, The hotel not ready the upper levels are under construction so the they have not room with view to the city I had reservation on the booking com with view to the city but the hotel could not give it The spa is not complete there is not staff not paper in the toilet etc ,-0.1419
36778,Hilton London Bankside, More amenities should be provided such as cotton buds shaving kit tooth brush and toothpaste ,0
36780,Hilton London Bankside, See below If it wasn t for that it would have scored 5 out of 5 ,0
36782,Hilton London Bankside, Paying for car park,0
36791,Hilton London Bankside, N a,0
36795,Hilton London Bankside, view,0
36800,Hilton London Bankside, The gym equipment is quite poor ,-0.5256
36802,Hilton London Bankside, Affordable breakfast,0
36803,Hilton London Bankside, Pre show drinks at the ball non existent,0
36804,Hilton London Bankside, Breakfast too expensive,0
36805,Hilton London Bankside, The view of the wall opposite Expected a view of the outside world for the price paid ,0
36806,Hilton London Bankside, I forget my sunglasses ,-0.2263
36808,Hilton London Bankside, Lighting controls a little confusing,-0.1548
36812,Hilton London Bankside, expensive breakfast Plenty of cafe s nearby,0
36813,Hilton London Bankside, No view at all from the room ,-0.296
36814,Hilton London Bankside, Nothing,0
36816,Hilton London Bankside, Nothing in particular,0
36817,Hilton London Bankside, Don t have airport shuttle service,0
36818,Hilton London Bankside, didn t get to spend enough time there ,0
36819,Hilton London Bankside, Window in our room faced a brick wall ,0
36823,Hilton London Bankside, Expensive breakfast,0
36828,Hilton London Bankside, View from room was a brick wall ,0
36829,Hilton London Bankside, Lack of milk in hotel room for making tea ,-0.3182
36830,Hilton London Bankside, Nothing,0
36834,Hilton London Bankside, No bath,-0.296
36838,Hilton London Bankside, Not the best neighbourhood ,-0.5216
36839,Hilton London Bankside, Pillows were on the soft side,0
36842,Hilton London Bankside, The shower plug hole drained quite slowly ,-0.3612
36843,Hilton London Bankside, Black hairs on chair in room ,0
36846,Hilton London Bankside, pillows breakfast was okay but nothing very special,-0.4142
36849,Hilton London Bankside, small room no bath,-0.296
36851,Hilton London Bankside, Noisy room,-0.1779
36853,Hilton London Bankside, Service charge on bar drinks and Saturday buffet lunch,0
36854,Hilton London Bankside, Coffee machine in room didn t work or the hairdryer,0
36858,Hilton London Bankside, Bar was very expensive,0
36868,Hilton London Bankside, My stay could have been longer ,0
36873,Hilton London Bankside, Didn t get room cleaned on second day,0
36878,Hilton London Bankside, Quite loud noise from upstairs bedroom either flushing of toilet or something else ,0
36882,Hilton London Bankside, Nothing Was perfect everything a hotel should be ,-0.4585
36885,Hilton London Bankside, Nothing,0
36886,Hilton London Bankside, The view ,0
36889,Hilton London Bankside, Bathroom light wasn t working on arrival ,0
36893,Hilton London Bankside, None,0
36894,Hilton London Bankside, It is too expensive,0
36897,Hilton London Bankside, needed more tea and coffee sachets in room but staff replaced really promptly when requested,0
36898,Hilton London Bankside, The location is Bad,-0.5423
36900,Hilton London Bankside, Far from tube,0
36902,Hilton London Bankside, Menu facilities were very expensive,0
36903,Hilton London Bankside, Bar very expensive,0
36904,Hilton London Bankside, Nothing,0
36905,Hilton London Bankside, Rooms need a bit more light ,0
36906,Hilton London Bankside, No Bluetooth music player,-0.296
36910,Hilton London Bankside, Nothing,0
36913,Hilton London Bankside, Little room,0
36915,Hilton London Bankside, Meal in OXBO not great ,-0.5096
36916,Hilton London Bankside, Nothing,0
36917,Hilton London Bankside, Nothing else,0
36918,Hilton London Bankside, Room smelled of cigarette smoke,0
36919,Hilton London Bankside, Only in first day my Ar condition didn t work but in the second visit they fixed that ,0
36921,Hilton London Bankside, Size of room and no view Almost blind window,-0.5584
36922,Hilton London Bankside, Nothing ,0
36923,Hilton London Bankside, Breakfast cost could have been lower It was too much so we ate out,-0.296
36924,Hilton London Bankside, Nothing,0
36927,Hilton London Bankside, Pool was being fixed,0
36929,Hilton London Bankside, The location is a little bit away from the center ,0
36931,Hilton London Bankside, Cleanliness of the room ,0
36932,Hilton London Bankside, Food in restaurant was marginal ,0
36934,Hilton London Bankside, It was a bit pricey,0
36935,Hilton London Bankside, Poor ventilation in the bathrooms,-0.4767
36936,Hilton London Bankside, Can t think of anything,0
36937,Hilton London Bankside, Fire alarm at 1am But that couldnt be helped ,-0.34
36938,Hilton London Bankside, Staff not well prepared for a 5 stars hotel cleanliness of the room was not done proprely ,-0.357
36939,Hilton London Bankside, No ventilation and WC brush in the bathroom,-0.296
36940,Hilton London Bankside, 20 vat added to the room rate ,0
36942,Hilton London Bankside, Nothing,0
36945,Hilton London Bankside, The restaurant and bar put extra service charges on food and drink You could eat elsewhere ,-0.2732
36947,Hilton London Bankside, Parking very expensive,0
36948,Hilton London Bankside, Getting to our room was like going through a maze TV reception was really bad,-0.3167
36950,Hilton London Bankside, room is dry need humidifier ,0
36953,Hilton London Bankside, Nothing,0
36958,Hilton London Bankside, Nothing,0
36962,Hilton London Bankside, Nothing a very pleasant hotel,-0.4439
36963,Hilton London Bankside, Nothing,0
36966,Hilton London Bankside, Shower drain was broken sharpe edges in the shower annoying drilling noise throughout the stay ,-0.7003
36970,Hilton London Bankside, Even with HHonors i could not check in before 3pm ,0
36971,Hilton London Bankside, Room dark and drab,0
36977,Hilton London Bankside, Nothing ,0
36983,Hilton London Bankside, None hotel was fab,-0.357
36984,Hilton London Bankside, Nothing was all excellent,-0.4585
36987,Hilton London Bankside, Lighting in room poor and drinks in hotel bar very expensive ,-0.4767
36988,Hilton London Bankside, No sauna or steam room,-0.296
36989,Hilton London Bankside, Because booked through Booking com it made registration difficult which was a shame,-0.6808
36991,Hilton London Bankside, breakfast was too expensive,0
36993,Hilton London Bankside, No breakfast included,-0.296
36994,Hilton London Bankside, Near to Waterloo but not much else in terms of what we wanted ,0
36995,Hilton London Bankside, Check in staff tried to up sell us a couple of times,0
36996,Hilton London Bankside, No breakfast included ,-0.296
36997,Hilton London Bankside, Some of the staff had a bit of attitude Toiletries weren t replenished ,0
37004,Hilton London Bankside, Bed Miskitos and ticks location terrible view with very small window ,-0.4767
37005,Hilton London Bankside, Nothing really,0
37006,Hilton London Bankside, Overpriced especially bar prices,0
37007,Hilton London Bankside, The hot breakfast wasn t hot ,0
37010,Hilton London Bankside, Nothing,0
37014,Hilton London Bankside, No bath in the room we were first given Breakfast too expensive,-0.296
37016,Hilton London Bankside, no baked beans with the full English breakfast ,-0.296
37018,Hilton London Bankside, Bar closes at 12,0
37019,Hilton London Bankside, Bar was expensive ,0
37021,Hilton London Bankside, Everything ,0
37022,Hilton London Bankside, I didn t like the way of cleaning the room was a bit unprofessional ,-0.2023
37023,Hilton London Bankside, 12 was too early to check out ,0
37024,Hilton London Bankside, Towels robe not soft,0
37025,Hilton London Bankside, Breakfast was cold and hotel bar was rather expensive ,0
37028,Hilton London Bankside, Defiantly stay here again,0
37030,Hilton London Bankside, Nothing,0
37031,Hilton London Bankside, View from the window was a brick wall ,0
37032,Hilton London Bankside, The breakfast in the private lounge food was cold staff wasn t very helpfull,0
37033,Hilton London Bankside, Breakfast was expensive ,0
37034,Hilton London Bankside, The lockers in the gym pool didn t have numbers on so had to try a few before finding the right one,0
37035,Hilton London Bankside, Window in room very small Only mirror when wardrobe door open ,0
37036,Hilton London Bankside, Nothing really,0
37038,Hilton London Bankside, Nothing,0
37040,Hilton London Bankside, Food coffee were very disappointing,-0.5413
37041,Hilton London Bankside, I didn t find a negative point,-0.5719
37042,Hilton London Bankside, Looking at a wall out of the window,0
37046,Hilton London Bankside, Nothing,0
37048,Hilton London Bankside, gave me wrong wifi code,-0.4767
37051,Hilton London Bankside, Nothing,0
37053,Hilton London Bankside, can t think of anything,0
37054,Hilton London Bankside, Nothing at all,0
37055,Hilton London Bankside, Just a bit expensive but that s London pricing I guess,0
37056,Hilton London Bankside, A mirror in the room other than the bathroom my only gripe ,0
37057,Hilton London Bankside, No views at all ,-0.296
37059,Hilton London Bankside, not a thing,0
37062,Hilton London Bankside, Not spending enough time there,0
37063,Hilton London Bankside, Nothing ,0
37066,Hilton London Bankside, Nothing to comment ,0
37067,Hilton London Bankside, Nothing,0
37068,Hilton London Bankside, Nothing springs to mind,0
37074,Hilton London Bankside, Nothing ,0
37082,Hilton London Bankside, only one kind of pillow available ,0
37083,Hilton London Bankside, Nothing,0
37084,Hilton London Bankside, Nothing,0
37087,Hilton London Bankside, A bit too formal ,0
37091,Hilton London Bankside, The quilt is too heavy The room is dark in day time because it only has a small window facing a wall The light buds are so dim ,0
37092,Hilton London Bankside, Not a thing,0
37094,Hilton London Bankside, Only one small window in the room,0
37098,Hilton London Bankside, Far from town centre ,0
37101,Hilton London Bankside, We were woken up by a fire alarm early in the morning but the hotel did not offer any explanation thereafter,-0.34
37105,Hilton London Bankside, Nothing,0
37107,Hilton London Bankside, 10 minute sales pitch for additional upgrades from receptionist on check in ,0
37114,Hilton London Bankside, We couldn t stay longer,0
37115,Hilton London Bankside, Nothing ,0
37117,Hilton London Bankside, Very unhappy with it being our honeymoon and not being treated better ,-0.6704
37118,Hilton London Bankside, Room didn t have any sort of view but that was minor,0
37120,Hilton London Bankside, nothing,0
37121,Hilton London Bankside, Nothing ,0
37122,Hilton London Bankside, Nothing,0
37125,Hilton London Bankside, None,0
37127,Hilton London Bankside, the breakfast is not included,0
37129,Hilton London Bankside, the price of drinks in the bar a little steep,0
37132,Hilton London Bankside, Restaurant area music a bit too loud in the evenings,0
37133,Hilton London Bankside, A little pricey,0
37135,Hilton London Bankside, Brick wall view from window Windows do not open staff were a bit cold,0
37136,Hilton London Bankside, The room was small for a 5 stars hotel The shower was broken,-0.4767
37139,Hilton London Bankside, The food and bar are very expensive,0
37140,Hilton London Bankside,0,0
37141,Hilton London Bankside, The pool wasn t open which I was disappointed about as I had planned some swimming,-0.4767
37142,Hilton London Bankside, Very basic,0
37144,Hilton London Bankside, Room s window small and locked,0
37145,Hilton London Bankside, Prices in the bar were very expensive ,0
37148,Hilton London Bankside, The fire alarm going off at 3 30 am also the breakfast was cold,-0.5859
37149,Hilton London Bankside, Nothing would go back again ,0
37153,Hilton London Bankside, Not able to open windows Staff didn t replenish water and glasses ,0
37154,Hilton London Bankside, Decor in Bedrooms lacked character,0
37159,Hilton London Bankside, Price,0
37160,Hilton London Bankside, Price,0
37162,Hilton London Bankside, Restaurant style and decor not my taste ,0
37169,Hilton London Bankside, room was dusty floor dirty and bathroom not very clean,-0.657
37170,Hilton London Bankside, Location,0
37171,Hilton London Bankside, No bath tub,-0.296
37173,Hilton London Bankside, The drinks were very expensive,0
37178,Hilton London Bankside, View of air conditioning plant from first floor bedroom window ,0
37179,Hilton London Bankside, Length of time to check out due to queue ,0
37182,Hilton London Bankside, The bar prices 27 for two drinks,0
37186,Hilton London Bankside, Bit of a walk from the tube,0
37190,Hilton London Bankside, We did have to ask to change rooms as initially we got given a disabled room in which the bathroom was not ideal,-0.4168
37191,Hilton London Bankside, 50 deposit on rooms upon arrival seemed a little steep ,0
37192,Hilton London Bankside, Our room was noisy from banging doors and the lift,-0.1779
37195,Hilton London Bankside, The water temperature kept fluctuating,0
37197,Hilton London Bankside, Service charge on room service and at restaurant was excessive,0
37200,Hilton London Bankside, Nothing,0
37201,Hilton London Bankside, No club,-0.296
37202,Hilton London Bankside, meat in restaurant was cold and only average,0
37203,Hilton London Bankside, Bar prices stratospheric,0
37204,Hilton London Bankside, nothing,0
37205,Hilton London Bankside, poor soundproofing from the inside outside noise ok could hear every sound from neighbour rooms,-0.2263
37206,Hilton London Bankside, There wasn t any smooth orange juice ,0
37208,Hilton London Bankside, Nothing,0
37209,Hilton London Bankside, Trouble with receiving digital satellite TV,-0.4019
37215,Hilton London Bankside, Nothing,0
37219,Hilton London Bankside, Nothing it was perfect,-0.4585
37225,Hilton London Bankside, Couple of staff members were a bit rude and unapproachable ,-0.4588
37226,Hilton London Bankside, Nothing,0
37228,Hilton London Bankside, None ,0
37229,Hilton London Bankside, Room with no window and very small Service is a bit slow ,-0.296
37231,Hilton London Bankside, Hugely let down by inadequate car parking situation ,-0.4019
37234,Hilton London Bankside, Breakfast was weak ,-0.4404
37236,Hilton London Bankside, Bar closes early,0
37238,Hilton London Bankside, No bathtub,-0.296
37239,Hilton London Bankside, il est sombre,0
37244,Hilton London Bankside, Nothing,0
37245,Hilton London Bankside, I e mailed the property to ask for invoice to be sent but no answered received yet ,-0.4215
37249,Hilton London Bankside, Service charge on drinks,0
37250,Hilton London Bankside, Nothing,0
37251,Hilton London Bankside, Location poor 5 star hotel in the back streets of London ,-0.4767
37252,Hilton London Bankside, None,0
37255,Hilton London Bankside, I would of preferred big brand tea bags in the room ,0
37256,Hilton London Bankside, Nothing All was perfect ,-0.4585
37257,Hilton London Bankside, No view from the window ,-0.296
37258,Hilton London Bankside, Nothing ,0
37260,Hilton London Bankside, The hotel quite far from tube but there are Sainsbury and Tesco near by the hotel,0
37261,Hilton London Bankside, No city view out of the window ,-0.296
37267,Hilton London Bankside, I forgot two wooden toys and my selfie stick but nobody found them the next day I left the hotel ,0
37272,Hilton London Bankside, Creepy fox,0
37276,Hilton London Bankside, No hairdryer,-0.296
37280,Hilton London Bankside, Nothing,0
37282,Hilton London Bankside, Couldn t check in until gone 3 pm,0
37284,Hilton London Bankside, No hairdryer And nothing in the mini bar ,-0.296
37285,Hilton London Bankside, Lack of mirrors in the bedroom,-0.3182
37286,Hilton London Bankside, Housekeeping was a bit disorganised,0
37289,Hilton London Bankside, No English tea and not enough milk but that nit picking,-0.1531
37290,Hilton London Bankside, Waited to be offered food and drink in a quiet bar for 15 minutes then got fed up and went elsewhere,0
37292,Hilton London Bankside, Parking issues customer service issues poor room service lack of empathy pool being closed ,-0.6597
37293,Hilton London Bankside, N A,0
37295,Hilton London Bankside, Pool showers had no soap,-0.296
37296,Hilton London Bankside, Lights in room have one switch to switch everything on off No mirror in bedroom ,-0.296
37303,Hilton London Bankside, None,0
37305,Hilton London Bankside, Pricey ,0
37307,Hilton London Bankside, Swimming pool is not open and construction work is not complete,0
37311,Hotel Dupond Smith, More attention could be paid to the bathroom amenities by the housekeeper We had to ask for shower gel twice two guys showering twice a day requires a lot of shower gel But the hotel delivered immediately such a small thing ,0
37316,Hotel Dupond Smith, None,0
37318,Hotel Dupond Smith, Nothing ,0
37319,Hotel Dupond Smith, Rooms are small by Australian standards but not by Parisian ,0
37326,Hotel Dupond Smith, Had major problems with breakfast delivery wrong items and one day very late,-0.7264
37327,Hotel Dupond Smith, Overpriced,0
37329,Hotel Dupond Smith, None,0
37330,Hotel Dupond Smith, Not much,0
37331,Hotel Dupond Smith, Room size was small,0
37334,Le Meurice, Don t get breakfast 56 euros no buffet and bad coffee Tea was also disappointing 50 euros barely any selection of tea using tea bags not loose tea ,-0.7869
37336,Le Meurice, The junior suite which i booked was a little small and different from what i saw at booking,0
37337,Le Meurice, Staff were just not helpful at all we couldn t have the vegetable soup in the Dali restaurant but we could on room service Really at 1 000 a night had to wait in the corridor as room wasn t ready until 5pm and then we were asked to leave as there was another client checking in at 1pm Fire alarm went off during dinner it was an accident Food menu in restaurant was the same for lunch and dinner and was really average 1 700 for one night and dinner with very poor service and average food we will not be returning or recommending ,-0.9281
37338,Le Meurice, eggs benedict with spinach below standard bland and tasteless brioche chewy bland eggs dry spinach a couple of raw leaves latte machiato not great,-0.5096
37339,Le Meurice, Rooms for this price could be larger and more comfortable We booked a junior suit but had no view We were expecting to have the garden view for this price ,-0.1289
37340,Le Meurice, We booked two Executive rooms We were given on Executive room the other one was not It was much smaller and had little attention compared to the other room ,0
37343,Le Meurice, If something internet was slow and for higher speed it s a cost not expected in a hotel of this price range ,0
37348,Le Meurice, TV size,0
37353,Le Meurice, Lighting,0
37354,Le Meurice, Price of room for size,0
37356,Le Meurice, Prices were ridiculous A ginger ale and a cheeseburger cost 80 euro ,-0.3612
37357,Le Meurice, Not a lot ,0
37358,Le Meurice, The smell of the rooms were awfullll ,0
37359,Le Meurice, Nothing,0
37360,Le Meurice, Nothing ,0
37362,Le Meurice, Nothing,0
37365,Le Meurice, Mattress a little firm,0
37368,Le Meurice, We wanted to have our bed made up with sheets and blankets rather than a duvet The staff did not know how to do this We had to show them ,0
37370,Le Meurice, Nothing,0
37373,Hotel Plaza Athenee Paris, Both mornings the waitress delivered the wrong order to me while dining in the hallway restaurant She was too busy talking and wouldn t listen to me ,-0.4767
37375,Hotel Plaza Athenee Paris, Was charged for 2 continental breakfasts which is not cheap when we only had 1 I only ordered 1 camomile tea and had a dry bread roll due to a bad stomach ,-0.6486
37377,Hotel Plaza Athenee Paris, the fact our bedroom was not ready on arrival and we only took occupation after 16h00 Furthermore we had paid for an upgrade on booking com which we never received as the hotel rooms were not ready and we could not wait as we had a function at 17h00 Very disappointing ,-0.7726
37379,Hotel Plaza Athenee Paris, concierge missed a few bookings Room service food is not good and made a few mistakes by sending wrong meal twice though they remedied it first time second time didn t have time to wait for the correct meal to come up,-0.8484
37380,Hotel Plaza Athenee Paris, The walls could be thicker No sound proofing I woke up once in the middle of the night because the room next to me had the TV volume up ,-0.296
37381,Hotel Plaza Athenee Paris, Very expensive Very ,0
37383,Hotel Plaza Athenee Paris, size of the room,0
37386,Hotel Plaza Athenee Paris, Very expensive,0
37387,Hotel Plaza Athenee Paris, low water pressure in the shower,-0.5106
37395,Hotel Plaza Athenee Paris, Bed It s just too soft for my back ,0
37398,Hotel Plaza Athenee Paris, Clinical not much of an atmosphere,0
37404,Hotel Plaza Athenee Paris, Booked a room with balcony didn t get one,0
37411,The Zetter Townhouse Marylebone, nothing,0
37412,The Zetter Townhouse Marylebone, The room could have benefited from a full length mirror felt like I was dressing blind ,-0.0516
37417,The Zetter Townhouse Marylebone, Pillows desperately need to ventilate or replace to new ones,-0.3818
37420,The Zetter Townhouse Marylebone, Gave me a room underground Lower ground although I ve asked for a high floor There are windows and light coming in At the first night there was no option to change the room Later they did offer but we got used to it and it was Ok They Charged me in my local currency 3 5 of extra payment fee for what althouhg I have asked to be charged in pounds No refrigirator ,-0.6808
37422,The Zetter Townhouse Marylebone, Construction work nearby But didn t bother me much Some door and window knobs need fixing Left a note about it They probably fixed them already Will check next time I book there ,-0.4767
37423,The Zetter Townhouse Marylebone, Big step up into the shower which is in the bath are baths really necessary in 2016 cocktail bar is cosy but didn t sell regular cocktails like mojitos which is a shame ,-0.2263
37425,The Zetter Townhouse Marylebone, The size of the room was tiny which is familiar in London ,0
37426,The Zetter Townhouse Marylebone, All their deluxe room s bathrooms are equipped with disability features At first sight it does not give a pleasant feeling if you ain t one Some deluxe room bathrooms should be without those features Though if your pocket permits go for the next category ,-0.2964
37430,The Zetter Townhouse Marylebone, Booked 4 poster bed Was given club room as this was ready and told this was an upgrade When researched found this was a less expensive room than was booked and charged for While waiting for room to become available was offered a coffee and found this charged to my bill at the end of my stay Felt misled and cheated on both counts ,-0.5574
37441,The Zetter Townhouse Marylebone, Expensive,0
37442,The Zetter Townhouse Marylebone, Nothing,0
37444,The Zetter Townhouse Marylebone, Service at breakfast was a bit random ,0
37449,The Zetter Townhouse Marylebone, Room too small,0
37450,The Zetter Townhouse Marylebone, ,0
37452,The Zetter Townhouse Marylebone, Nothing,0
37453,The Zetter Townhouse Marylebone, Room lighting dull which is in keeping with the decor but not practical at times,-0.2144
37455,The Zetter Townhouse Marylebone, no wheat free options for room service ,-0.5996
37456,The Zetter Townhouse Marylebone, The bed mattress was a little soft for my taste,0
37459,The Zetter Townhouse Marylebone, small room in regard to price The breakfast was poor and to formal and expensive,-0.4767
37461,The Zetter Townhouse Marylebone, Room was a little small ,0
37467,The Zetter Townhouse Marylebone, Hot water could have been a bit hotter Bath was cold by the time it was run ,0
37471,The Zetter Townhouse Marylebone, Nothing,0
37472,The Zetter Townhouse Marylebone, No breakfast included,-0.296
37473,The Zetter Townhouse Marylebone, Breakfast,0
37475,The Zetter Townhouse Marylebone, Sunday licensing hours prevented us sampling the cocktail menu but that s not the hotel s fault ,-0.5423
37478,The Zetter Townhouse Marylebone, The bed was too soft ,0
37480,The Zetter Townhouse Marylebone, Cramped,0
37488,The Zetter Townhouse Marylebone, Nothing,0
37491,South Place Hotel, Ummmmmm Mini bar prices were too high for us which is a shame as we would have been tempted with a g t and snacks on a couple of occasions ,-0.4767
37493,South Place Hotel, The blind in our room didn t work so we were woken at about 4 30am when the sun started rising,-0.4019
37494,South Place Hotel, Room service terrible Food tastes like plastic Check in not friendly Lots of noise brunch parties soundproof yes but If you are a regular person trying to rest not even think about it I told them I NEEDED a silent room etc I guess silence and Peace are not they specialty the contrarie noise and other business We were given a false flag fire alarm it DID NOT happen they choosed our room to do it why Three or four guys invaded our room kicking and knocking our door police harassment alike they threatned us I will call the police Asked me to return a complimentary wine was already pre set I MYSELF RETURNED DUE THE TERRIBLY EMBARASSING SURREAL SITUATION IN A SO CALLED 5 HOTEL COULD BE 1 respect has no stars I will call the police someone said the so called manager a guy with kind of blond short cut hair not much taller than myself we had a train to catch next morning a LOT of LUGGAGE was SURREAL WE should call the police but I just wanted to leave that place totally in panic by their approach and DARE the they Finsbury Park occured guess the police had more to do They made up a false fire alarm in our room which they check DID NOT EXIST AT ALL I was in my underwear and they came in even tough just ours we coincidently had a reservation to the end of our trip but also interestantly I was called earlier and politely ansewered that we changed our plans and that s all that is how they treat you if you doesn t like the place even though I did not mentioned it they threw us to the streets with 7 pieces of luggage I was told TO LEAVE IMMEDIATELY lost the Money they charged EVERY SINGLE THING AND ALSO CHARGE AND EXTRA NIGHT I had to communicate my credit card management no problem but this kind of people took care of me as the reception desk and a so called manager said ,-0.8845
37495,South Place Hotel, No windows claustrophobic place even in superior rooms at least mine We were going to stay twice at this hotel I think they got upset because I did not like at all lack of windows in a not cheap category bad tretament and service terrible room service taste of plastic VERY Expensive awful foo seriously noise a lot of noise seems like a dance club soundproff rooms always they throw parties whatever they call and loud music in sunday lunch when we were there trying to rest pointing out I sent like three e mails in advice alerting for that matter silence sleep rest we were in the 4th floor I think they got upset because I cancelled my last reservation Got to me asking why I cancelled in here guess what They MADE UP a ridiculous story smoking alert in our room it was a total lie Nobody called asking what supposedly was happening three or for men including some sort of manager knocked our door like the police knocking the door of a criminal it was the most embarassing and terrifying situation in hotels all over the world been to Corsica 5 star hotel boutique Cyprus Turkey Greece Iceland like 15 countries in my life never similar I could imagine in a hotel in my worst nightmares I was in MY UNDERWEAR AND THEY INSISTED TO COME IN THE ROOM THEY CAME NOTHING THEY THREW US OUT OF THE HOTEL I payed for another night at apex where I use to stay when in London many many times they were shocked in seeing me crying and scared tried to help all ways I can really describe threat from another guy as we left the hotel immediately they literally threw us out I returned to a sort of manager who said was going to call the police to take us away what We were in panic leaving this PLACE NOBODY refund us initially a guy who were with the bunch intimidating kicking our door agreed in refunding that night ,-0.9827
37496,South Place Hotel, No Iron and ironing board in the room,-0.296
37497,South Place Hotel, We were not offered our complementary glass of elderflower fizz when we dined in the chop house restaurant felt it should have been offered instead of us having to ask ,0
37502,South Place Hotel, It is in the business area of London so not necessarily best placed for weekend guests ,-0.562
37503,South Place Hotel, If you want to sleep peacefully forget about that place They play music all night long very loudly with stupidly loud bass which resonates in the room Could not sleep all night and it lasted until beyond 1am when we had to wake up early the next day It s more of a night club You also have all the drunk guests from the bar who go outside to smoke and they yell when they talk and wake you up There is also a pub just opposite the hotel which compounds the nuisance The hotel staff in particular at the reception ate just arrogant almost rude,-0.7484
37506,South Place Hotel, Nothing ,0
37510,South Place Hotel, Thieves I paid in advance via Paypal On arrival I advised I had already paid They requested my creditcard in case I used room service The thieves debited the room rate again ,-0.765
37512,South Place Hotel, Only had one of each 4 coffee flavour a bit mean when two sharing a room with same coffee taste The lightning panel in room not clear know they had pictures on but if short long sighted they were still not clear The sliding door to the bathroom area was very stiff and with nails not easy to open once got closed something to grasp would be better The controls for the shower to put shower on you had to go under the large rose so either got a very cold start or burnt if too hot depending how the previous occupant left it controls could be put on the opposite side to the rose Limited menu in the anglers restaurant know it is fish based but I am allergic to most fish partner loves it so he d have fish and I d have steak No so had to go down to the very loud dining area on ground floor noise from the bar ,-0.303
37513,South Place Hotel, the location of my room facing another building bit this is probably because I requested a quiet room,0
37519,South Place Hotel, We arrived too early to check in and Left our two items of luggage with them Sadly only one case made it to the bedroom So then the usual hassle ensued panic calling down identifying and then retrieve Could only sit at bar for drinks as entire seated area reserved for private parties ,-0.5267
37520,South Place Hotel, The noise from below if you opened the window,0
37523,South Place Hotel, This is a hotel for technically advanced guests The lighting requires real competence We Managed to awake to flashing lights in the entryway on two mornings Then came back late In the evening to an unmade room because a no entry signal was on Despite the advanced electronics the refrigerator wasn t cold ,-0.2359
